"Country","Year","Pathogen","Antibiotic","Total","Resistant","Data","Region"
"Pakistan",2019,"Escherichia coli","Ceftazidime",732,532,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Ciprofloxacin",12130,8599,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Colistin",1920,26,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Ceftriaxone",11923,8705,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Cefotaxime",1562,1259,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Doripenem",14,4,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Ertapenem",3403,439,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Cefepime",765,594,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Imipenem",12181,875,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Levofloxacin",75,63,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Meropenem",12086,832,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",10956,7577,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Escherichia coli","Tinidazole",755,671,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Ciprofloxacin",2374,1058,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Colistin",330,40,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Ceftriaxone",2435,1386,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Cefotaxime",68,36,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Ertapenem",558,107,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Cefepime",228,178,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Imipenem",2376,435,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Levofloxacin",49,37,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Meropenem",2333,425,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",2374,1239,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Neisseria gonorrhoeae","Cefixime",12,0,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Neisseria gonorrhoeae","Ciprofloxacin",12,12,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Neisseria gonorrhoeae","Ceftriaxone",12,0,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Neisseria gonorrhoeae","Spectinomycin",10,0,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Shigella sonnei","Ciprofloxacin",74,23,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Shigella sonnei","Ceftriaxone",73,26,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Staphylococcus aureus","Oxacillin",1188,772,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Streptococcus pneumoniae","Ceftriaxone",29,0,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Streptococcus pneumoniae","Benzylpenicillin",16,0,"GLASS","Eastern Mediterranean Region"
"Pakistan",2019,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",26,21,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Acinetobacter baumannii","Amikacin",331,185,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Acinetobacter baumannii","Gentamicin",171,110,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Acinetobacter baumannii","Imipenem",340,204,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Acinetobacter baumannii","Meropenem",280,177,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Acinetobacter baumannii","Tigecycline",116,48,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Ampicillin",4688,4262,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Ceftazidime",2415,1568,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Ciprofloxacin",5828,4141,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Ceftriaxone",6198,4447,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Cefotaxime",460,354,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Cefepime",3264,2194,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Imipenem",6328,444,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Levofloxacin",2839,1864,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Meropenem",5391,396,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Trimethoprim/sulfamethoxazole",3765,2539,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Escherichia coli","Tinidazole",463,381,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Klebsiella pneumoniae","Ciprofloxacin",960,567,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Klebsiella pneumoniae","Ceftriaxone",1016,696,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Klebsiella pneumoniae","Cefepime",323,252,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Klebsiella pneumoniae","Imipenem",995,215,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Klebsiella pneumoniae","Levofloxacin",30,16,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",1030,637,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Shigella sonnei","Ciprofloxacin",18,5,"GLASS","Eastern Mediterranean Region"
"Pakistan",2020,"Staphylococcus aureus","Oxacillin",177,123,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Acinetobacter baumannii","Amikacin",58,37,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Acinetobacter baumannii","Colistin",51,0,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Acinetobacter baumannii","Gentamicin",55,35,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Acinetobacter baumannii","Imipenem",30,22,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Acinetobacter baumannii","Meropenem",66,48,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Ampicillin",3036,2476,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Ceftazidime",3935,1434,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Ciprofloxacin",5039,1648,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Colistin",379,12,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Ceftriaxone",4930,1841,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Cefotaxime",5246,1955,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Ertapenem",5250,58,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Cefepime",1768,624,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Imipenem",2150,25,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Meropenem",5669,60,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",4967,2757,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Ceftazidime",701,381,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Ciprofloxacin",912,304,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Colistin",89,3,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Ceftriaxone",804,448,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Cefotaxime",934,503,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Ertapenem",903,45,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Cefepime",322,166,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Imipenem",529,20,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Meropenem",978,50,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",886,544,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Staphylococcus aureus","Oxacillin",1754,1190,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Streptococcus pneumoniae","Ceftriaxone",34,3,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Streptococcus pneumoniae","Cefotaxime",34,3,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Streptococcus pneumoniae","Oxacillin",18,4,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Streptococcus pneumoniae","Benzylpenicillin",37,3,"GLASS","Eastern Mediterranean Region"
"Palestine",2019,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",22,8,"GLASS","Eastern Mediterranean Region"
"Peru",2019,"Neisseria gonorrhoeae","Azithromycin",115,10,"GLASS","Region of the Americas"
"Peru",2019,"Neisseria gonorrhoeae","Cefixime",115,0,"GLASS","Region of the Americas"
"Peru",2019,"Neisseria gonorrhoeae","Ciprofloxacin",115,107,"GLASS","Region of the Americas"
"Peru",2019,"Neisseria gonorrhoeae","Ceftriaxone",115,0,"GLASS","Region of the Americas"
"Peru",2019,"Neisseria gonorrhoeae","Gentamicin",115,11,"GLASS","Region of the Americas"
"Peru",2019,"Neisseria gonorrhoeae","Spectinomycin",115,0,"GLASS","Region of the Americas"
"Philippines",2017,"Acinetobacter baumannii","Amikacin",563,172,"GLASS","Western Pacific Region"
"Philippines",2017,"Acinetobacter baumannii","Colistin",431,13,"GLASS","Western Pacific Region"
"Philippines",2017,"Acinetobacter baumannii","Gentamicin",913,320,"GLASS","Western Pacific Region"
"Philippines",2017,"Acinetobacter baumannii","Imipenem",880,352,"GLASS","Western Pacific Region"
"Philippines",2017,"Acinetobacter baumannii","Meropenem",996,346,"GLASS","Western Pacific Region"
"Philippines",2017,"Acinetobacter baumannii","Minocycline",107,8,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Ampicillin",4972,4147,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Ceftazidime",4739,1624,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Ciprofloxacin",4873,2176,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Colistin",1028,9,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Ceftriaxone",4874,2033,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Cefotaxime",2628,1213,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Doripenem",126,0,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Ertapenem",3057,91,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Cefepime",4730,1271,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Imipenem",4805,212,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Levofloxacin",2093,882,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Meropenem",5160,225,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Trimethoprim/sulfamethoxazole",4790,2987,"GLASS","Western Pacific Region"
"Philippines",2017,"Escherichia coli","Tinidazole",464,201,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Ceftazidime",2805,1515,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Ciprofloxacin",2714,907,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Colistin",775,15,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Ceftriaxone",2822,1619,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Cefotaxime",1444,893,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Doripenem",60,2,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Ertapenem",1693,217,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Cefepime",2748,1196,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Imipenem",2676,453,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Levofloxacin",1198,352,"GLASS","Western Pacific Region"
"Philippines",2017,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",2653,1572,"GLASS","Western Pacific Region"
"Philippines",2017,"Neisseria gonorrhoeae","Azithromycin",18,0,"GLASS","Western Pacific Region"
"Philippines",2017,"Neisseria gonorrhoeae","Cefixime",116,1,"GLASS","Western Pacific Region"
"Philippines",2017,"Neisseria gonorrhoeae","Ciprofloxacin",116,80,"GLASS","Western Pacific Region"
"Philippines",2017,"Neisseria gonorrhoeae","Ceftriaxone",116,1,"GLASS","Western Pacific Region"
"Philippines",2017,"Neisseria gonorrhoeae","Spectinomycin",107,1,"GLASS","Western Pacific Region"
"Philippines",2017,"Shigella sonnei","Ciprofloxacin",20,0,"GLASS","Western Pacific Region"
"Philippines",2017,"Staphylococcus aureus","Oxacillin",702,408,"GLASS","Western Pacific Region"
"Philippines",2017,"Streptococcus pneumoniae","Benzylpenicillin",117,14,"GLASS","Western Pacific Region"
"Philippines",2017,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",124,7,"GLASS","Western Pacific Region"
"Philippines",2018,"Acinetobacter baumannii","Amikacin",664,148,"GLASS","Western Pacific Region"
"Philippines",2018,"Acinetobacter baumannii","Colistin",408,5,"GLASS","Western Pacific Region"
"Philippines",2018,"Acinetobacter baumannii","Gentamicin",939,297,"GLASS","Western Pacific Region"
"Philippines",2018,"Acinetobacter baumannii","Imipenem",785,270,"GLASS","Western Pacific Region"
"Philippines",2018,"Acinetobacter baumannii","Meropenem",896,322,"GLASS","Western Pacific Region"
"Philippines",2018,"Acinetobacter baumannii","Minocycline",207,6,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Ampicillin",5905,4808,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Ceftazidime",6170,1939,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Ciprofloxacin",5945,2575,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Colistin",1429,12,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Ceftriaxone",6237,2481,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Cefotaxime",3343,1507,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Doripenem",134,4,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Ertapenem",4669,169,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Cefepime",6040,1505,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Imipenem",5194,223,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Levofloxacin",2755,1153,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Meropenem",6122,269,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Trimethoprim/sulfamethoxazole",6015,3725,"GLASS","Western Pacific Region"
"Philippines",2018,"Escherichia coli","Tinidazole",602,245,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Ceftazidime",3140,1659,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Ciprofloxacin",3092,967,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Colistin",849,12,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Ceftriaxone",3204,1794,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Cefotaxime",1758,1053,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Doripenem",56,6,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Ertapenem",2166,250,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Cefepime",3165,1407,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Imipenem",2696,385,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Levofloxacin",1681,472,"GLASS","Western Pacific Region"
"Philippines",2018,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",3048,1792,"GLASS","Western Pacific Region"
"Philippines",2018,"Neisseria gonorrhoeae","Azithromycin",48,0,"GLASS","Western Pacific Region"
"Philippines",2018,"Neisseria gonorrhoeae","Cefixime",95,4,"GLASS","Western Pacific Region"
"Philippines",2018,"Neisseria gonorrhoeae","Ciprofloxacin",100,80,"GLASS","Western Pacific Region"
"Philippines",2018,"Neisseria gonorrhoeae","Ceftriaxone",99,4,"GLASS","Western Pacific Region"
"Philippines",2018,"Neisseria gonorrhoeae","Spectinomycin",47,0,"GLASS","Western Pacific Region"
"Philippines",2018,"Shigella sonnei","Ciprofloxacin",20,0,"GLASS","Western Pacific Region"
"Philippines",2018,"Staphylococcus aureus","Oxacillin",1446,818,"GLASS","Western Pacific Region"
"Philippines",2018,"Streptococcus pneumoniae","Benzylpenicillin",123,18,"GLASS","Western Pacific Region"
"Philippines",2018,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",151,21,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Amikacin",731,161,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Colistin",513,13,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Doripenem",52,17,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Gentamicin",1104,331,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Imipenem",1010,338,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Meropenem",1180,381,"GLASS","Western Pacific Region"
"Philippines",2019,"Acinetobacter baumannii","Minocycline",295,4,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Ampicillin",7044,5699,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Ceftazidime",7129,2481,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Ciprofloxacin",7070,3471,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Colistin",1431,9,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Ceftriaxone",7115,3004,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Cefotaxime",3980,1757,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Doripenem",260,23,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Ertapenem",6548,294,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Cefepime",7035,2027,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Imipenem",6396,363,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Levofloxacin",2977,1284,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Meropenem",7049,425,"GLASS","Western Pacific Region"
"Philippines",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",6961,4177,"GLASS","Western Pacific Region"
